country,city,zone,month,year,date,w_supplied,total_consumption,metered,ww_capacity,tests_chlorine,tests_ecoli,tests_conducted_chlorine,test_conducted_ecoli,test_passed_chlorine,tests_passed_ecoli,complaints,resolved,complaint_resolution,sewer_connections,public_toilets,workforce,f_workforce,hh_emptied,fs_treated,fs_reused,ww_collected,ww_treated,ww_reused,households
cameroon,Yaounde,Yaounde 6,7,2021,Jul 2021,227562,531420,65526,17388,200,200,156,179,130,178,407,358,19,3169,48,37,16,6861,78463,55169,26511,13721,9563,64486
cameroon,Yaounde,Yaounde 6,8,2021,Aug 2021,376580,932821,73742,30550,200,100,200,75,189,60,790,699,19,3169,47,39,19,14176,97271,62825,38538,23643,13703,64486
cameroon,Yaounde,Yaounde 6,9,2021,Sep 2021,131833,272805,62473,83674,150,150,114,147,96,127,327,265,19,3169,51,38,19,14462,60143,38312,94137,69666,40487,64486
cameroon,Yaounde,Yaounde 6,10,2021,Oct 2021,246336,601513,66405,36055,100,200,87,144,81,120,508,424,19,3169,51,39,20,9590,189208,130538,44393,28775,22760,64486
cameroon,Yaounde,Yaounde 6,11,2021,Nov 2021,154548,348121,58905,35366,150,100,114,93,110,86,545,491,19,3169,46,37,16,6715,24680,17018,46237,28543,14754,64486
cameroon,Yaounde,Yaounde 6,12,2021,Dec 2021,322876,709796,72405,35073,200,150,148,112,144,105,286,267,19,3169,51,38,18,7772,160403,98540,40788,27577,19413,64486
cameroon,Yaounde,Yaounde 7,1,2021,Jan 2021,227264,545364,42439,75996,200,100,185,85,165,76,404,366,19,2669,34,39,10,4629,27777,20252,80056,62578,45539,35850
cameroon,Yaounde,Yaounde 7,2,2021,Feb 2021,445544,1106298,43601,8928,100,100,82,89,69,88,451,415,19,2669,36,38,9,5800,167545,114513,11020,7366,4480,35850
cameroon,Yaounde,Yaounde 7,3,2021,Mar 2021,289584,676768,34370,7317,200,200,183,154,157,140,234,234,19,2669,36,38,9,8540,197053,149965,7452,5656,3978,35850
cameroon,Yaounde,Yaounde 7,4,2021,Apr 2021,428650,995099,42476,53237,150,200,116,142,95,133,782,677,19,2669,39,39,10,3587,116792,78832,71087,44239,28897,35850
cameroon,Yaounde,Yaounde 7,5,2021,May 2021,491427,989813,34646,38374,200,200,171,169,146,169,612,493,19,2669,35,37,12,7344,198807,132950,50065,31018,18760,35850
cameroon,Yaounde,Yaounde 7,6,2021,Jun 2021,394830,903218,39104,62479,100,200,95,167,87,136,326,318,19,2669,38,37,9,7794,86293,62122,81105,48964,32176,35850
cameroon,Yaounde,Yaounde 7,7,2021,Jul 2021,325215,790888,35415,34648,100,150,98,116,89,95,407,358,19,2669,38,39,11,5265,146660,97579,37207,28840,19514,35850
cameroon,Yaounde,Yaounde 7,8,2021,Aug 2021,246455,608398,41495,55689,150,100,148,84,127,79,790,699,19,2669,38,36,13,7477,88971,66137,83930,43174,34383,35850
cameroon,Yaounde,Yaounde 7,9,2021,Sep 2021,215924,453358,44006,29513,100,100,89,84,85,83,327,265,19,2669,39,39,9,3781,76206,46524,34890,24411,12943,35850
cameroon,Yaounde,Yaounde 7,10,2021,Oct 2021,427886,934122,43576,84064,150,100,149,73,139,73,508,424,19,2669,39,36,12,7174,36349,23132,88032,67091,38547,35850
cameroon,Yaounde,Yaounde 7,11,2021,Nov 2021,413945,1011008,35550,16831,100,150,79,115,69,107,545,491,19,2669,38,36,11,4203,90230,58881,19073,13013,6958,35850
cameroon,Yaounde,Yaounde 7,12,2021,Dec 2021,248440,586822,44300,52483,150,200,126,186,123,183,286,267,19,2669,39,38,9,5687,62222,43089,68002,41808,31809,35850
cameroon,Yaounde,Yaounde 1,1,2022,Jan 2022,236020,502780,252140,17484,200,100,186,95,163,78,524,428,15,15003,51,25,12,53715,125801,96803,21175,14257,8451,263169
cameroon,Yaounde,Yaounde 1,2,2022,Feb 2022,330928,689812,236534,47058,100,150,87,123,71,108,666,595,15,15003,51,24,10,49133,97108,58667,62607,36846,27088,263169
cameroon,Yaounde,Yaounde 1,3,2022,Mar 2022,479328,1122767,278015,11888,200,150,152,110,134,105,728,625,15,15003,52,25,10,40520,96233,76698,14843,9804,7203,263169
cameroon,Yaounde,Yaounde 1,4,2022,Apr 2022,285278,572637,278399,63427,200,150,161,119,150,107,688,614,15,15003,56,26,10,46700,180239,111495,67076,51456,35073,263169
cameroon,Yaounde,Yaounde 1,5,2022,May 2022,202818,409800,295791,62601,150,150,133,119,112,105,729,584,15,15003,51,23,14,57488,58149,44104,82885,49971,34951,263169
cameroon,Yaounde,Yaounde 1,6,2022,Jun 2022,488384,1147388,286597,72274,200,150,195,110,195,108,537,435,15,15003,53,23,14,61310,132626,82126,78970,58051,29496,263169
cameroon,Yaounde,Yaounde 1,7,2022,Jul 2022,197855,445383,248915,24660,100,100,92,92,77,91,781,669,15,15003,51,23,13,26394,195886,150881,31423,19728,13672,263169
cameroon,Yaounde,Yaounde 1,8,2022,Aug 2022,326069,767727,299790,63642,150,150,135,113,130,99,694,569,15,15003,52,25,11,46753,153961,118200,83010,50922,38227,263169
cameroon,Yaounde,Yaounde 1,9,2022,Sep 2022,174261,429213,248700,70115,200,200,161,167,153,134,726,706,15,15003,52,23,12,61059,124326,97090,88008,56289,31961,263169
cameroon,Yaounde,Yaounde 1,10,2022,Oct 2022,268311,621807,318356,22938,100,150,89,135,84,134,215,212,15,15003,53,23,13,40178,12568,7845,32991,18294,9546,263169
cameroon,Yaounde,Yaounde 1,11,2022,Nov 2022,451147,1009569,260059,92334,150,150,110,129,92,116,213,202,15,15003,51,26,10,38752,21963,13575,93658,74197,43107,263169
cameroon,Yaounde,Yaounde 1,12,2022,Dec 2022,209278,518966,298309,74528,100,100,90,75,73,74,534,443,15,15003,54,26,14,35014,98477,63236,76875,60938,31697,263169
cameroon,Yaounde,Yaounde 2,1,2022,Jan 2022,213495,439874,111392,11225,200,150,169,111,166,110,524,428,15,5549,47,46,9,19849,107321,83675,13666,9152,4918,114396
cameroon,Yaounde,Yaounde 2,2,2022,Feb 2022,162756,372018,112639,65387,200,150,166,136,141,123,666,595,15,5549,50,46,7,28550,47030,30610,67497,51552,39015,114396
cameroon,Yaounde,Yaounde 2,3,2022,Mar 2022,108852,226422,100706,30667,100,200,81,179,80,161,728,625,15,5549,51,44,9,25726,199506,158199,39091,24971,19638,114396
cameroon,Yaounde,Yaounde 2,4,2022,Apr 2022,398591,916941,109256,69990,200,200,159,164,149,140,688,614,15,5549,49,46,7,20902,103298,62732,72775,54848,38242,114396
cameroon,Yaounde,Yaounde 2,5,2022,May 2022,480310,1075050,108560,60551,200,200,153,150,140,129,729,584,15,5549,48,46,9,24575,198770,146929,81896,48015,29776,114396
cameroon,Yaounde,Yaounde 2,6,2022,Jun 2022,121042,287083,127756,33165,150,200,117,151,102,133,537,435,15,5549,49,45,8,21372,156891,104036,36816,25521,19428,114396
cameroon,Yaounde,Yaounde 2,7,2022,Jul 2022,465828,1053069,98087,95136,150,100,119,82,117,70,781,669,15,5549,50,44,8,27053,43946,34983,97472,74701,58568,114396
cameroon,Yaounde,Yaounde 2,8,2022,Aug 2022,399843,946231,107228,20332,150,200,120,158,116,155,694,569,15,5549,46,44,7,13270,165255,120156,28131,16473,8620,114396
cameroon,Yaounde,Yaounde 2,9,2022,Sep 2022,429923,908631,94012,52797,150,100,127,94,114,88,726,706,15,5549,49,47,5,14373,95907,60632,63413,42227,30712,114396
cameroon,Yaounde,Yaounde 2,10,2022,Oct 2022,480849,1179955,125883,79963,200,150,147,140,122,123,215,212,15,5549,49,47,9,24694,50745,31624,95303,65194,43977,114396
cameroon,Yaounde,Yaounde 2,11,2022,Nov 2022,259050,635404,130831,4857,150,100,135,91,131,91,213,202,15,5549,47,47,8,12147,138503,103215,5500,3770,2072,114396
cameroon,Yaounde,Yaounde 2,12,2022,Dec 2022,196614,394200,111178,35409,150,100,112,70,108,62,534,443,15,5549,49,44,7,26146,59911,46382,36961,29357,22214,114396
cameroon,Yaounde,Yaounde 3,1,2022,Jan 2022,212893,471210,84392,8538,150,150,149,107,140,94,524,428,15,3046,26,28,9,8085,50034,33614,10823,6960,3521,72436
cameroon,Yaounde,Yaounde 3,2,2022,Feb 2022,359955,851622,61017,61470,150,150,134,144,120,117,666,595,15,3046,26,26,10,7470,195724,145310,85726,50284,34437,72436
cameroon,Yaounde,Yaounde 3,3,2022,Mar 2022,490391,1097648,81644,38450,150,150,124,135,115,128,728,625,15,3046,29,28,10,10572,78888,51816,60380,31177,21512,72436
cameroon,Yaounde,Yaounde 3,4,2022,Apr 2022,423556,871641,68741,51316,150,100,120,73,117,64,688,614,15,3046,24,26,10,9189,31521,19271,52092,40379,22378,72436
cameroon,Yaounde,Yaounde 3,5,2022,May 2022,184351,376079,79753,13059,100,150,70,115,68,107,729,584,15,3046,25,29,13,10570,22349,14887,20889,10446,8297,72436
cameroon,Yaounde,Yaounde 3,6,2022,Jun 2022,246606,542144,74322,41144,200,100,155,75,144,68,537,435,15,3046,29,27,12,13835,165447,121889,64360,34026,24320,72436
cameroon,Yaounde,Yaounde 3,7,2022,Jul 2022,459742,958591,68251,70223,100,200,81,154,75,131,781,669,15,3046,25,26,9,12445,113907,81656,83533,56673,32180,72436
cameroon,Yaounde,Yaounde 3,8,2022,Aug 2022,273497,558063,89202,28554,150,200,137,184,120,183,694,569,15,3046,24,29,10,15329,40819,30817,36010,22358,16327,72436
cameroon,Yaounde,Yaounde 3,9,2022,Sep 2022,355619,835799,81293,24486,150,150,130,142,106,120,726,706,15,3046,26,28,11,15453,35939,21608,36226,18902,9718,72436
cameroon,Yaounde,Yaounde 3,10,2022,Oct 2022,345824,835812,64880,16623,150,100,146,78,119,73,215,212,15,3046,24,27,13,15014,42298,27292,16886,13304,7731,72436
cameroon,Yaounde,Yaounde 3,11,2022,Nov 2022,422768,951787,72966,15884,200,100,181,83,147,70,213,202,15,3046,29,26,11,7737,77848,53737,25311,12802,8912,72436
cameroon,Yaounde,Yaounde 3,12,2022,Dec 2022,149685,352170,85473,7542,100,100,77,80,63,66,534,443,15,3046,29,26,13,8179,164366,115507,10745,5999,4699,72436
cameroon,Yaounde,Yaounde 4,1,2022,Jan 2022,292672,592161,153703,10878,200,200,145,196,140,178,524,428,15,9193,16,29,8,20789,65966,50263,11900,8932,6289,118103
cameroon,Yaounde,Yaounde 4,2,2022,Feb 2022,406458,821693,139863,26400,200,100,164,79,134,78,666,595,15,9193,18,27,10,12265,168738,101618,31560,21607,11032,118103
cameroon,Yaounde,Yaounde 4,3,2022,Mar 2022,413908,999438,148696,59972,100,100,83,71,68,57,728,625,15,9193,15,27,10,13687,58237,38700,75310,48122,27822,118103
cameroon,Yaounde,Yaounde 4,4,2022,Apr 2022,350395,701623,150014,41186,150,200,110,149,106,143,688,614,15,9193,18,27,8,20382,194235,146965,53781,33851,24588,118103
cameroon,Yaounde,Yaounde 4,5,2022,May 2022,482941,1005997,139452,29771,150,150,127,138,102,128,729,584,15,9193,18,28,9,18013,78779,48517,44293,23684,15068,118103
cameroon,Yaounde,Yaounde 4,6,2022,Jun 2022,354639,731195,132767,73504,200,150,177,127,169,124,537,435,15,9193,17,28,10,11864,194638,144230,81773,61010,33535,118103
cameroon,Yaounde,Yaounde 4,7,2022,Jul 2022,451882,961981,135330,46167,200,100,193,72,167,70,781,669,15,9193,14,30,8,26458,9912,6587,48643,38317,24836,118103
cameroon,Yaounde,Yaounde 4,8,2022,Aug 2022,416582,904280,126956,39762,200,200,151,185,144,183,694,569,15,9193,17,27,9,24764,186462,138237,45558,31193,23800,118103
cameroon,Yaounde,Yaounde 4,9,2022,Sep 2022,353062,869324,157948,64186,150,150,123,144,103,129,726,706,15,9193,15,28,9,24048,36914,25897,87437,53456,28178,118103
cameroon,Yaounde,Yaounde 4,10,2022,Oct 2022,110382,225359,112458,21617,150,100,140,98,127,86,215,212,15,9193,19,27,8,24584,152256,109646,32386,18003,9830,118103
cameroon,Yaounde,Yaounde 4,11,2022,Nov 2022,262189,575923,133639,75854,150,150,119,136,97,121,213,202,15,9193,17,29,9,22488,96976,76093,97798,62772,48796,118103
cameroon,Yaounde,Yaounde 4,12,2022,Dec 2022,311408,685701,138382,28469,100,100,89,85,76,77,534,443,15,9193,15,27,8,12598,154582,104528,33295,23510,17530,118103
cameroon,Yaounde,Yaounde 5,1,2022,Jan 2022,471216,1057100,42613,68913,150,150,130,138,110,115,524,428,15,2255,16,36,13,6382,122529,86415,83627,54477,42216,36224
cameroon,Yaounde,Yaounde 5,2,2022,Feb 2022,252583,589276,37984,80931,200,100,173,73,172,60,666,595,15,2255,16,34,10,8578,123523,93438,92373,65832,33912,36224
cameroon,Yaounde,Yaounde 5,3,2022,Mar 2022,381526,902908,50065,19768,200,200,149,165,134,135,728,625,15,2255,19,35,11,5374,122791,84018,25447,15805,11813,36224
cameroon,Yaounde,Yaounde 5,4,2022,Apr 2022,302488,729502,41592,9068,200,150,189,133,181,114,688,614,15,2255,16,34,12,7022,164290,124351,11923,7196,3835,36224
cameroon,Yaounde,Yaounde 5,5,2022,May 2022,213195,531087,36021,85022,150,100,137,74,130,68,729,584,15,2255,14,36,11,7214,56872,45265,86377,68999,42021,36224
cameroon,Yaounde,Yaounde 5,6,2022,Jun 2022,406937,962899,34388,40776,200,100,154,72,139,60,537,435,15,2255,17,37,14,5899,181343,135863,63191,33931,21333,36224
cameroon,Yaounde,Yaounde 5,7,2022,Jul 2022,169494,365033,45536,56090,200,200,145,191,133,178,781,669,15,2255,19,34,14,4393,95326,63017,54911,43765,28113,36224
cameroon,Yaounde,Yaounde 5,8,2022,Aug 2022,206298,452589,49102,67293,200,200,193,187,158,176,694,569,15,2255,15,37,13,4522,35438,23188,88380,53224,33054,36224
cameroon,Yaounde,Yaounde 5,9,2022,Sep 2022,264769,627493,44665,51791,150,150,113,117,98,102,726,706,15,2255,15,34,13,5594,134168,93165,71019,41564,26967,36224
cameroon,Yaounde,Yaounde 5,10,2022,Oct 2022,292703,695454,37286,16396,150,100,148,99,129,88,215,212,15,2255,15,37,10,6646,98534,73082,18389,13466,7873,36224
cameroon,Yaounde,Yaounde 5,11,2022,Nov 2022,437923,893613,38456,20967,150,100,111,81,109,79,213,202,15,2255,18,35,10,6386,13281,10336,26938,17401,9399,36224
cameroon,Yaounde,Yaounde 5,12,2022,Dec 2022,456533,927441,35276,8175,200,150,162,125,139,108,534,443,15,2255,19,37,11,6878,43326,29096,10818,6812,3508,36224
cameroon,Yaounde,Yaounde 6,1,2022,Jan 2022,210332,453696,70555,55662,150,100,136,72,115,58,524,428,15,3269,102,45,17,14179,85583,63869,64580,43482,34268,67357
cameroon,Yaounde,Yaounde 6,2,2022,Feb 2022,376300,758088,75853,40783,200,150,145,118,116,100,666,595,15,3269,105,47,13,9326,19668,12526,44012,33785,20018,67357
cameroon,Yaounde,Yaounde 6,3,2022,Mar 2022,232377,504408,97134,32464,200,150,175,139,152,116,728,625,15,3269,101,44,15,7867,39959,29107,35287,26174,14199,67357
cameroon,Yaounde,Yaounde 6,4,2022,Apr 2022,203169,495719,82120,45425,100,100,98,91,90,81,688,614,15,3269,103,47,14,12873,117511,74971,69651,37110,19516,67357
cameroon,Yaounde,Yaounde 6,5,2022,May 2022,333494,720967,98997,89113,200,150,190,109,171,103,729,584,15,3269,102,47,16,10850,163117,125897,89644,70312,37678,67357
cameroon,Yaounde,Yaounde 6,6,2022,Jun 2022,251588,585674,78287,99199,150,200,114,165,103,154,537,435,15,3269,103,44,15,7566,116095,69701,98126,77371,53129,67357
cameroon,Yaounde,Yaounde 6,7,2022,Jul 2022,307381,762406,81891,62104,100,100,87,74,74,64,781,669,15,3269,105,45,14,16142,193063,116615,63791,48870,27136,67357
cameroon,Yaounde,Yaounde 6,8,2022,Aug 2022,432794,882749,83899,69289,100,100,95,72,93,63,694,569,15,3269,102,46,15,11819,44237,28235,88342,54221,31878,67357
cameroon,Yaounde,Yaounde 6,9,2022,Sep 2022,419272,901454,76736,69773,150,200,143,166,143,165,726,706,15,3269,105,45,14,8808,160128,117615,80936,53708,33469,67357
cameroon,Yaounde,Yaounde 6,10,2022,Oct 2022,406895,875831,88603,52510,150,200,120,200,109,177,215,212,15,3269,102,45,16,15047,191078,152194,53040,42306,33139,67357
cameroon,Yaounde,Yaounde 6,11,2022,Nov 2022,472262,949429,75330,64748,150,100,126,73,124,59,213,202,15,3269,105,44,15,13848,197090,119254,89133,53512,35816,67357
cameroon,Yaounde,Yaounde 6,12,2022,Dec 2022,408514,873022,84937,19714,150,150,134,141,123,113,534,443,15,3269,105,44,13,15997,37064,22483,24576,15770,9798,67357
cameroon,Yaounde,Yaounde 7,1,2022,Jan 2022,166032,381872,43972,56840,150,100,111,83,92,79,524,428,15,2375,72,23,16,7856,43774,29886,80830,46743,24432,39099
cameroon,Yaounde,Yaounde 7,2,2022,Feb 2022,102424,206822,49050,47280,150,150,128,149,118,137,666,595,15,2375,74,22,17,8306,75612,50624,48681,36799,23690,39099
cameroon,Yaounde,Yaounde 7,3,2022,Mar 2022,285688,669390,45693,35687,100,200,76,150,75,130,728,625,15,2375,77,24,17,8148,50857,34765,58881,29565,20983,39099
cameroon,Yaounde,Yaounde 7,4,2022,Apr 2022,276601,619206,44219,34717,100,200,82,170,74,162,688,614,15,2375,75,24,15,3971,152489,99727,40298,27830,20255,39099
cameroon,Yaounde,Yaounde 7,5,2022,May 2022,179111,360344,38863,20578,100,100,74,88,63,75,729,584,15,2375,74,24,17,5888,76039,47553,31891,16236,12636,39099
cameroon,Yaounde,Yaounde 7,6,2022,Jun 2022,328529,680560,52614,17794,200,200,183,183,154,149,537,435,15,2375,74,22,16,7772,128480,86777,22270,13797,10518,39099
cameroon,Yaounde,Yaounde 7,7,2022,Jul 2022,181920,404350,40253,46213,200,200,196,148,174,132,781,669,15,2375,77,22,18,4766,194746,143226,51157,38251,23184,39099
cameroon,Yaounde,Yaounde 7,8,2022,Aug 2022,199841,411498,44980,39083,100,100,97,91,82,79,694,569,15,2375,74,25,19,6153,49797,36676,39855,31349,20297,39099
cameroon,Yaounde,Yaounde 7,9,2022,Sep 2022,223987,448548,37379,34575,100,150,78,148,73,122,726,706,15,2375,77,25,16,6551,175575,131561,35251,27359,15033,39099
cameroon,Yaounde,Yaounde 7,10,2022,Oct 2022,458885,1042132,43631,49574,200,100,176,93,175,82,215,212,15,2375,72,25,17,6570,97985,77997,59847,39725,22691,39099
cameroon,Yaounde,Yaounde 7,11,2022,Nov 2022,267523,548400,50044,32421,150,200,130,196,123,168,213,202,15,2375,73,24,16,6809,149601,92685,37687,26623,21231,39099
cameroon,Yaounde,Yaounde 7,12,2022,Dec 2022,218414,482383,36863,72085,200,100,196,75,165,67,534,443,15,2375,77,24,16,8325,115090,71557,70561,56195,40297,39099
cameroon,Yaounde,Yaounde 1,1,2023,Jan 2023,202298,437847,327842,25420,100,100,86,99,79,91,261,258,11,15713,76,43,10,39970,152141,119643,38757,21122,10900,278116
cameroon,Yaounde,Yaounde 1,2,2023,Feb 2023,142470,289407,329259,36456,200,150,160,130,155,118,776,756,11,15713,74,43,12,28739,138244,99381,49297,28959,16513,278116
cameroon,Yaounde,Yaounde 1,3,2023,Mar 2023,123541,300936,265168,15198,100,100,90,88,89,81,443,386,11,15713,76,42,9,48005,151402,113556,22790,11832,8462,278116
cameroon,Yaounde,Yaounde 1,4,2023,Apr 2023,484052,1174770,293253,12418,150,150,134,112,107,103,668,604,11,15713,77,42,9,64246,107027,85500,14417,10162,7913,278116
cameroon,Yaounde,Yaounde 1,5,2023,May 2023,394461,838452,293249,89000,200,200,140,196,131,172,298,294,11,15713,76,42,12,40720,20562,13096,96632,68721,47171,278116
cameroon,Yaounde,Yaounde 1,6,2023,Jun 2023,101805,233426,326163,26314,100,200,85,195,76,191,429,422,11,15713,73,42,11,38991,128867,98133,37440,20838,13838,278116
cameroon,Yaounde,Yaounde 1,7,2023,Jul 2023,488997,1182395,332667,16382,100,200,75,145,60,139,787,704,11,15713,72,41,10,65714,9603,6855,20968,13470,10570,278116
cameroon,Yaounde,Yaounde 1,8,2023,Aug 2023,326261,751266,335155,39717,100,100,70,82,58,73,400,362,11,15713,73,43,12,34254,152808,115632,58442,33071,19312,278116
cameroon,Yaounde,Yaounde 1,9,2023,Sep 2023,109298,255816,248055,49685,200,100,148,71,125,57,378,363,11,15713,76,44,13,50893,30684,24202,55400,40313,27826,278116
cameroon,Yaounde,Yaounde 1,10,2023,Oct 2023,129906,260525,274666,48514,150,200,150,158,137,153,299,275,11,15713,75,44,13,29628,68495,49675,76430,38309,27743,278116
cameroon,Yaounde,Yaounde 1,11,2023,Nov 2023,190646,409773,245023,10178,150,100,140,98,135,80,598,531,11,15713,77,42,13,46215,55369,37673,11087,8220,5083,278116
cameroon,Yaounde,Yaounde 1,12,2023,Dec 2023,269114,637601,291542,48917,150,150,139,106,132,98,514,416,11,15713,73,44,13,56794,14770,10800,65293,37766,24986,278116
cameroon,Yaounde,Yaounde 2,1,2023,Jan 2023,351335,860035,142567,40767,200,200,169,190,141,171,261,258,11,6602,42,36,14,26649,86521,52591,45452,33298,21426,115507
cameroon,Yaounde,Yaounde 2,2,2023,Feb 2023,117164,260513,117651,78330,100,150,72,115,68,103,776,756,11,6602,43,37,14,24176,115744,89044,83409,65214,51651,115507
cameroon,Yaounde,Yaounde 2,3,2023,Mar 2023,219895,472033,137227,12994,200,150,182,136,150,134,443,386,11,6602,46,38,16,26031,124494,80744,15695,10379,6520,115507
cameroon,Yaounde,Yaounde 2,4,2023,Apr 2023,143715,314549,132367,53264,100,100,91,82,73,77,668,604,11,6602,45,37,18,26307,77422,53016,83061,43104,25072,115507
cameroon,Yaounde,Yaounde 2,5,2023,May 2023,131926,296232,103867,49583,200,200,140,177,115,168,298,294,11,6602,46,35,14,23401,143404,108317,71151,40691,28821,115507
cameroon,Yaounde,Yaounde 2,6,2023,Jun 2023,238080,547022,103566,20212,150,100,150,87,124,78,429,422,11,6602,46,37,15,28727,179695,124750,22786,16599,8830,115507
cameroon,Yaounde,Yaounde 2,7,2023,Jul 2023,219608,521103,146701,4373,150,100,131,86,123,83,787,704,11,6602,46,35,14,15002,67079,41629,5079,3500,2502,115507
cameroon,Yaounde,Yaounde 2,8,2023,Aug 2023,367438,917829,113333,18517,200,100,184,81,157,73,400,362,11,6602,42,36,18,22939,173608,130791,23508,14639,8683,115507
cameroon,Yaounde,Yaounde 2,9,2023,Sep 2023,196416,412248,132816,43927,100,100,74,91,73,86,378,363,11,6602,46,35,15,15534,29148,20206,59503,34822,23334,115507
cameroon,Yaounde,Yaounde 2,10,2023,Oct 2023,498341,1030936,107472,65599,150,150,109,111,96,90,299,275,11,6602,46,35,18,23930,26947,16370,76169,52392,33274,115507
cameroon,Yaounde,Yaounde 2,11,2023,Nov 2023,439281,922722,124449,62358,100,150,76,107,73,101,598,531,11,6602,45,35,15,17735,196518,125347,76564,49123,35908,115507
cameroon,Yaounde,Yaounde 2,12,2023,Dec 2023,454979,1105590,139406,47373,100,200,74,143,65,124,514,416,11,6602,46,36,17,23593,12088,7444,68613,37937,21066,115507
cameroon,Yaounde,Yaounde 3,1,2023,Jan 2023,315886,711250,92183,9632,200,150,197,140,166,126,261,258,11,5317,98,43,8,9849,19477,15390,11590,7957,4529,75054
cameroon,Yaounde,Yaounde 3,2,2023,Feb 2023,250704,609534,79657,15552,150,150,140,124,118,105,776,756,11,5317,96,45,9,11987,149717,112230,21069,12117,9324,75054
cameroon,Yaounde,Yaounde 3,3,2023,Mar 2023,312994,761431,70058,26899,100,100,97,98,91,90,443,386,11,5317,99,44,12,10984,22798,15236,41566,22038,12050,75054
cameroon,Yaounde,Yaounde 3,4,2023,Apr 2023,353897,875820,86415,75781,200,100,164,76,132,67,668,604,11,5317,98,45,9,7735,99668,70290,95650,60918,40228,75054
cameroon,Yaounde,Yaounde 3,5,2023,May 2023,355820,834241,80476,88784,200,200,197,158,178,141,298,294,11,5317,99,43,9,13233,130799,98235,94646,72546,50832,75054
cameroon,Yaounde,Yaounde 3,6,2023,Jun 2023,308369,756740,92236,10164,200,150,185,109,169,92,429,422,11,5317,99,44,12,18052,12287,8596,12087,8124,5320,75054
cameroon,Yaounde,Yaounde 3,7,2023,Jul 2023,252855,521801,79977,53942,100,200,72,193,61,172,787,704,11,5317,100,44,8,17090,160444,113138,58795,44809,30481,75054
cameroon,Yaounde,Yaounde 3,8,2023,Aug 2023,112365,228460,72300,18362,100,150,99,129,86,106,400,362,11,5317,99,45,10,16084,196399,153873,20533,14168,8058,75054
cameroon,Yaounde,Yaounde 3,9,2023,Sep 2023,196746,490805,69888,6024,100,100,94,71,80,63,378,363,11,5317,96,46,8,9100,112071,84740,8369,4678,3281,75054
cameroon,Yaounde,Yaounde 3,10,2023,Oct 2023,345409,725109,86363,53969,100,100,96,85,81,82,299,275,11,5317,100,45,12,12068,112326,83028,79861,41630,22274,75054
cameroon,Yaounde,Yaounde 3,11,2023,Nov 2023,341138,829903,72781,17260,200,150,149,127,125,126,598,531,11,5317,98,45,8,12748,139577,90078,20826,13818,8400,75054
cameroon,Yaounde,Yaounde 3,12,2023,Dec 2023,461003,938692,75552,11423,200,200,177,149,148,143,514,416,11,5317,97,43,12,17565,14867,11394,16252,9355,7408,75054
cameroon,Yaounde,Yaounde 4,1,2023,Jan 2023,477405,1041412,110285,43634,150,150,148,146,144,120,261,258,11,6843,44,30,14,14181,138561,105455,58995,35616,21433,122839
cameroon,Yaounde,Yaounde 4,2,2023,Feb 2023,265351,580932,153131,69346,100,100,96,80,81,68,776,756,11,6843,46,31,14,21800,75071,50495,77803,56276,30517,122839
cameroon,Yaounde,Yaounde 4,3,2023,Mar 2023,223535,524936,146988,16388,100,200,86,193,86,180,443,386,11,6843,41,31,18,14311,74820,56571,17723,13190,7105,122839
cameroon,Yaounde,Yaounde 4,4,2023,Apr 2023,191335,408917,155943,11029,200,150,177,121,167,103,668,604,11,6843,46,31,15,18254,43091,30833,17590,9178,6010,122839
cameroon,Yaounde,Yaounde 4,5,2023,May 2023,177394,428777,120386,10267,150,150,141,141,131,125,298,294,11,6843,45,31,18,20742,151739,101476,13719,7991,5881,122839
cameroon,Yaounde,Yaounde 4,6,2023,Jun 2023,288977,632411,118967,65908,100,150,72,114,71,101,429,422,11,6843,45,30,14,13139,36926,26023,72833,54238,28786,122839
cameroon,Yaounde,Yaounde 4,7,2023,Jul 2023,453342,922273,109109,49375,100,100,94,72,82,59,787,704,11,6843,41,28,15,21790,19551,12531,57129,40205,26509,122839
cameroon,Yaounde,Yaounde 4,8,2023,Aug 2023,367246,865852,121499,42213,150,200,106,171,92,147,400,362,11,6843,41,31,17,21044,8655,5866,47715,33816,23770,122839
cameroon,Yaounde,Yaounde 4,9,2023,Sep 2023,389290,868853,113313,64639,100,100,84,89,80,88,378,363,11,6843,46,28,14,27294,76352,56193,76296,53742,30411,122839
cameroon,Yaounde,Yaounde 4,10,2023,Oct 2023,343192,692251,106571,63826,200,200,154,153,147,149,299,275,11,6843,43,31,16,14847,162747,114137,79501,49334,30325,122839
cameroon,Yaounde,Yaounde 4,11,2023,Nov 2023,347245,788081,108383,24396,150,150,126,128,119,110,598,531,11,6843,42,28,17,16719,96639,76016,27945,19750,12647,122839
cameroon,Yaounde,Yaounde 4,12,2023,Dec 2023,362148,798720,107724,15473,200,100,193,73,177,62,514,416,11,6843,44,31,18,20916,173201,104932,16472,12348,7923,122839
cameroon,Yaounde,Yaounde 5,1,2023,Jan 2023,374073,833334,47024,58285,100,150,81,149,67,131,261,258,11,2143,26,26,13,6248,27363,16641,83730,47940,33720,37460
cameroon,Yaounde,Yaounde 5,2,2023,Feb 2023,229183,483291,49166,28181,100,100,99,77,83,76,776,756,11,2143,29,24,10,7358,96233,64086,31648,22149,12494,37460
