date_YYMMDD,source,production_m3,service_hours,country,
2022/10/08,Ndindan Reservoir,21585.00,21.49,Cameroon,
2022/10/09,Ndindan Reservoir,25734.00,23.79,Cameroon,
2022/10/10,Mvog-Betsi River,26375.00,23.00,Cameroon,
2022/10/11,Mvog-Betsi River,25717.00,21.68,Cameroon,
2022/10/12,Ndindan Reservoir,22562.00,21.95,Cameroon,
2022/10/13,Ndindan Reservoir,21237.00,22.54,Cameroon,
2022/10/14,Ndindan Reservoir,22528.00,21.24,Cameroon,
2022/10/15,Ndindan Reservoir,22508.00,22.51,Cameroon,
2022/10/16,Mvog-Betsi River,18607.00,18.74,Cameroon,
2022/10/17,Mvog-Betsi River,22509.00,23.57,Cameroon,
2022/10/18,Mvog-Betsi River,22123.00,20.63,Cameroon,
2022/10/19,Mvog-Betsi River,24547.00,22.55,Cameroon,
2022/10/20,Ndindan Reservoir,21334.00,21.72,Cameroon,
2022/10/21,Ndindan Reservoir,24472.00,20.77,Cameroon,
2022/10/22,Ndindan Reservoir,19075.00,17.84,Cameroon,
2022/10/23,Ndindan Reservoir,19590.00,20.16,Cameroon,
2022/10/24,Ndindan Reservoir,26201.00,23.20,Cameroon,
2022/10/25,Ndindan Reservoir,23139.00,22.50,Cameroon,
2022/10/26,Mvog-Betsi River,21279.00,20.15,Cameroon,
2022/10/27,Ndindan Reservoir,19892.00,20.25,Cameroon,
2022/10/28,Ndindan Reservoir,20008.00,22.68,Cameroon,
2022/10/29,Mvog-Betsi River,20014.00,21.34,Cameroon,
2022/10/30,Ndindan Reservoir,20638.00,22.34,Cameroon,
2022/10/31,Ndindan Reservoir,22223.00,21.31,Cameroon,
2022/11/01,Ndindan Reservoir,25710.00,21.32,Cameroon,
2022/11/02,Mvog-Betsi River,19851.00,20.61,Cameroon,
2022/11/03,Ndindan Reservoir,22562.00,22.50,Cameroon,
2022/11/04,Mvog-Betsi River,20941.00,21.83,Cameroon,
2022/11/05,Mvog-Betsi River,23191.00,23.04,Cameroon,
2022/11/06,Mvog-Betsi River,25199.00,21.12,Cameroon,
2022/11/07,Ndindan Reservoir,21469.00,21.52,Cameroon,
2022/11/08,Mvog-Betsi River,26189.00,20.49,Cameroon,
2022/11/09,Mvog-Betsi River,27069.00,21.73,Cameroon,
2022/11/10,Mvog-Betsi River,22667.00,20.58,Cameroon,
2022/11/11,Mvog-Betsi River,21913.00,22.16,Cameroon,
2022/11/12,Ndindan Reservoir,21545.00,20.23,Cameroon,
2022/11/13,Ndindan Reservoir,20773.00,23.27,Cameroon,
2022/11/14,Ndindan Reservoir,23679.00,21.19,Cameroon,
2022/11/15,Mvog-Betsi River,19572.00,21.38,Cameroon,
2022/11/16,Mvog-Betsi River,24828.00,22.87,Cameroon,
2022/11/17,Mvog-Betsi River,23174.00,23.36,Cameroon,
2022/11/18,Mvog-Betsi River,20365.00,22.63,Cameroon,
2022/11/19,Ndindan Reservoir,20272.00,21.46,Cameroon,
2022/11/20,Mvog-Betsi River,21915.00,23.73,Cameroon,
2022/11/21,Mvog-Betsi River,22876.00,23.63,Cameroon,
2022/11/22,Ndindan Reservoir,22925.00,20.72,Cameroon,
2022/11/23,Mvog-Betsi River,20543.00,23.37,Cameroon,
2022/11/24,Ndindan Reservoir,21373.00,21.04,Cameroon,
2022/11/25,Mvog-Betsi River,18797.00,19.32,Cameroon,
2022/11/26,Mvog-Betsi River,20257.00,20.58,Cameroon,
2022/11/27,Ndindan Reservoir,19840.00,21.58,Cameroon,
2022/11/28,Ndindan Reservoir,25445.00,20.10,Cameroon,
2022/11/29,Mvog-Betsi River,20041.00,23.39,Cameroon,
2022/11/30,Mvog-Betsi River,20455.00,20.74,Cameroon,
2022/12/01,Ndindan Reservoir,19261.00,21.83,Cameroon,
2022/12/02,Mvog-Betsi River,23351.00,23.54,Cameroon,
2022/12/03,Ndindan Reservoir,17883.00,9.99,Cameroon,
2022/12/04,Mvog-Betsi River,22273.00,22.56,Cameroon,
2022/12/05,Ndindan Reservoir,20027.00,20.88,Cameroon,
2022/12/06,Ndindan Reservoir,22428.00,20.60,Cameroon,
2022/12/07,Mvog-Betsi River,24044.00,23.59,Cameroon,
2022/12/08,Ndindan Reservoir,23728.00,22.56,Cameroon,
2022/12/09,Mvog-Betsi River,21807.00,23.45,Cameroon,
2022/12/10,Ndindan Reservoir,21631.00,20.84,Cameroon,
2022/12/11,Ndindan Reservoir,23677.00,21.50,Cameroon,
2022/12/12,Mvog-Betsi River,19200.00,20.35,Cameroon,
2022/12/13,Mvog-Betsi River,23999.00,21.84,Cameroon,
2022/12/14,Mvog-Betsi River,20785.00,21.34,Cameroon,
2022/12/15,Ndindan Reservoir,22546.00,21.45,Cameroon,
2022/12/16,Mvog-Betsi River,23633.00,22.53,Cameroon,
2022/12/17,Ndindan Reservoir,22423.00,23.17,Cameroon,
2022/12/18,Ndindan Reservoir,20711.00,23.47,Cameroon,
2022/12/19,Ndindan Reservoir,21988.00,22.17,Cameroon,
2022/12/20,Ndindan Reservoir,21330.00,23.89,Cameroon,
2022/12/21,Ndindan Reservoir,20200.00,22.99,Cameroon,
2022/12/22,Mvog-Betsi River,18542.00,19.52,Cameroon,
2022/12/23,Ndindan Reservoir,21941.00,20.99,Cameroon,
2022/12/24,Mvog-Betsi River,19028.00,19.16,Cameroon,
2022/12/25,Ndindan Reservoir,23126.00,23.57,Cameroon,
2022/12/26,Ndindan Reservoir,23267.00,22.63,Cameroon,
2022/12/27,Ndindan Reservoir,25213.00,20.52,Cameroon,
2022/12/28,Ndindan Reservoir,20918.00,22.72,Cameroon,
2022/12/29,Mvog-Betsi River,20487.00,21.78,Cameroon,
2022/12/30,Mvog-Betsi River,22170.00,20.40,Cameroon,
2022/12/31,Mvog-Betsi River,21669.00,21.09,Cameroon,
2023/01/01,Mvog-Betsi River,22763.00,20.15,Cameroon,
2023/01/02,Ndindan Reservoir,19607.00,20.48,Cameroon,
2023/01/03,Mvog-Betsi River,25035.00,21.55,Cameroon,
2023/01/04,Mvog-Betsi River,22052.00,20.33,Cameroon,
2023/01/05,Ndindan Reservoir,22489.00,23.55,Cameroon,
2023/01/06,Ndindan Reservoir,19041.00,20.57,Cameroon,
2023/01/07,Mvog-Betsi River,21451.00,21.82,Cameroon,
2023/01/08,Ndindan Reservoir,21753.00,23.23,Cameroon,
2023/01/09,Mvog-Betsi River,18376.00,19.26,Cameroon,
2023/01/10,Mvog-Betsi River,18918.00,20.00,Cameroon,
2023/01/11,Ndindan Reservoir,24785.00,20.96,Cameroon,
2023/01/12,Mvog-Betsi River,21638.00,20.03,Cameroon,
2023/01/13,Ndindan Reservoir,20329.00,22.53,Cameroon,
2023/01/14,Mvog-Betsi River,17788.00,18.31,Cameroon,
2023/01/15,Mvog-Betsi River,23360.00,23.62,Cameroon,
2023/01/16,Mvog-Betsi River,23523.00,20.20,Cameroon,
2023/01/17,Mvog-Betsi River,19085.00,20.36,Cameroon,
2023/01/18,Mvog-Betsi River,25691.00,20.51,Cameroon,
2023/01/19,Ndindan Reservoir,21505.00,22.74,Cameroon,
2023/01/20,Ndindan Reservoir,23093.00,21.04,Cameroon,
2023/01/21,Ndindan Reservoir,21595.00,21.04,Cameroon,
2023/01/22,Ndindan Reservoir,27366.00,22.21,Cameroon,
2023/01/23,Ndindan Reservoir,19612.00,18.88,Cameroon,
2023/01/24,Mvog-Betsi River,23300.00,22.02,Cameroon,
2023/01/25,Ndindan Reservoir,25982.00,21.22,Cameroon,
2023/01/26,Ndindan Reservoir,24597.00,22.22,Cameroon,
2023/01/27,Ndindan Reservoir,24585.00,23.72,Cameroon,
2023/01/28,Mvog-Betsi River,20694.00,20.52,Cameroon,
2023/01/29,Mvog-Betsi River,23033.00,20.44,Cameroon,
2023/01/30,Ndindan Reservoir,21149.00,23.81,Cameroon,
2023/01/31,Mvog-Betsi River,22745.00,22.69,Cameroon,
2023/02/01,Mvog-Betsi River,23490.00,20.31,Cameroon,
2023/02/02,Mvog-Betsi River,24633.00,22.88,Cameroon,
2023/02/03,Mvog-Betsi River,20809.00,20.56,Cameroon,
2023/02/04,Mvog-Betsi River,25938.00,22.55,Cameroon,
2023/02/05,Mvog-Betsi River,23281.00,22.98,Cameroon,
2023/02/06,Mvog-Betsi River,22041.00,14.47,Cameroon,
2023/02/07,Mvog-Betsi River,23606.00,23.98,Cameroon,
2023/02/08,Mvog-Betsi River,22801.00,22.32,Cameroon,
2023/02/09,Mvog-Betsi River,23257.00,23.69,Cameroon,
2023/02/10,Ndindan Reservoir,25146.00,21.14,Cameroon,
2023/02/11,Mvog-Betsi River,20983.00,22.04,Cameroon,
2023/02/12,Ndindan Reservoir,26679.00,22.47,Cameroon,
2023/02/13,Ndindan Reservoir,25688.00,21.11,Cameroon,
2023/02/14,Mvog-Betsi River,17465.00,18.95,Cameroon,
2023/02/15,Ndindan Reservoir,23378.00,22.15,Cameroon,
2023/02/16,Ndindan Reservoir,23495.00,23.96,Cameroon,
2023/02/17,Ndindan Reservoir,19685.00,18.17,Cameroon,
2023/02/18,Mvog-Betsi River,22713.00,20.14,Cameroon,
2023/02/19,Ndindan Reservoir,24904.00,22.04,Cameroon,
2023/02/20,Mvog-Betsi River,21791.00,20.01,Cameroon,
2023/02/21,Mvog-Betsi River,20449.00,20.32,Cameroon,
2023/02/22,Ndindan Reservoir,22436.00,20.23,Cameroon,
2023/02/23,Ndindan Reservoir,18233.00,17.89,Cameroon,
2023/02/24,Ndindan Reservoir,22426.00,21.75,Cameroon,
2023/02/25,Mvog-Betsi River,20980.00,22.75,Cameroon,
2023/02/26,Ndindan Reservoir,22719.00,21.14,Cameroon,
2023/02/27,Ndindan Reservoir,26018.00,20.66,Cameroon,
2023/02/28,Ndindan Reservoir,21452.00,20.20,Cameroon,
2023/03/01,Mvog-Betsi River,22711.00,20.73,Cameroon,
2023/03/02,Ndindan Reservoir,24729.00,20.61,Cameroon,
2023/03/03,Mvog-Betsi River,23947.00,20.50,Cameroon,
2023/03/04,Ndindan Reservoir,21919.00,22.85,Cameroon,
2023/03/05,Mvog-Betsi River,23263.00,22.70,Cameroon,
2023/03/06,Ndindan Reservoir,22642.00,22.09,Cameroon,
2023/03/07,Mvog-Betsi River,24558.00,22.52,Cameroon,
2023/03/08,Ndindan Reservoir,17780.00,19.96,Cameroon,
2023/03/09,Ndindan Reservoir,23590.00,22.25,Cameroon,
2023/03/10,Ndindan Reservoir,21884.00,22.41,Cameroon,
2023/03/11,Mvog-Betsi River,19592.00,18.63,Cameroon,
2023/03/12,Ndindan Reservoir,22923.00,23.43,Cameroon,
2023/03/13,Mvog-Betsi River,25149.00,20.78,Cameroon,
2023/03/14,Mvog-Betsi River,23658.00,20.74,Cameroon,
2023/03/15,Ndindan Reservoir,20562.00,20.08,Cameroon,
2023/03/16,Ndindan Reservoir,20414.00,23.10,Cameroon,
2023/03/17,Ndindan Reservoir,22247.00,22.91,Cameroon,
2023/03/18,Ndindan Reservoir,21548.00,21.11,Cameroon,
2023/03/19,Mvog-Betsi River,27867.00,20.82,Cameroon,
2023/03/20,Ndindan Reservoir,20963.00,23.14,Cameroon,
2023/03/21,Mvog-Betsi River,24564.00,18.51,Cameroon,
2023/03/22,Mvog-Betsi River,22107.00,21.22,Cameroon,
2023/03/23,Mvog-Betsi River,26050.00,23.51,Cameroon,
2023/03/24,Mvog-Betsi River,25716.00,21.20,Cameroon,
2023/03/25,Ndindan Reservoir,20136.00,22.83,Cameroon,
2023/03/26,Mvog-Betsi River,20006.00,22.25,Cameroon,
2023/03/27,Ndindan Reservoir,23644.00,23.91,Cameroon,
2023/03/28,Ndindan Reservoir,16061.00,14.42,Cameroon,
2023/03/29,Ndindan Reservoir,24535.00,21.74,Cameroon,
2023/03/30,Ndindan Reservoir,24450.00,21.97,Cameroon,
2023/03/31,Mvog-Betsi River,24416.00,21.92,Cameroon,
2023/04/01,Ndindan Reservoir,24966.00,20.51,Cameroon,
2023/04/02,Mvog-Betsi River,23012.00,21.27,Cameroon,
2023/04/03,Ndindan Reservoir,22227.00,20.42,Cameroon,
2023/04/04,Mvog-Betsi River,23473.00,21.79,Cameroon,
2023/04/05,Ndindan Reservoir,20857.00,20.97,Cameroon,
2023/04/06,Ndindan Reservoir,25786.00,21.25,Cameroon,
2023/04/07,Ndindan Reservoir,22319.00,20.84,Cameroon,
2023/04/08,Ndindan Reservoir,20160.00,23.40,Cameroon,
2023/04/09,Mvog-Betsi River,21223.00,20.41,Cameroon,
2023/04/10,Ndindan Reservoir,23549.00,21.32,Cameroon,
2023/04/11,Ndindan Reservoir,22786.00,21.49,Cameroon,
2023/04/12,Ndindan Reservoir,23830.00,22.05,Cameroon,
2023/04/13,Mvog-Betsi River,32613.00,22.17,Cameroon,
2023/04/14,Mvog-Betsi River,24766.00,20.18,Cameroon,
2023/04/15,Ndindan Reservoir,22236.00,22.64,Cameroon,
2023/04/16,Ndindan Reservoir,19481.00,18.24,Cameroon,
2023/04/17,Ndindan Reservoir,21210.00,20.85,Cameroon,
2023/04/18,Ndindan Reservoir,25204.00,22.92,Cameroon,
2023/04/19,Ndindan Reservoir,23506.00,22.11,Cameroon,
2023/04/20,Mvog-Betsi River,22792.00,21.67,Cameroon,
2023/04/21,Mvog-Betsi River,22959.00,22.33,Cameroon,
2023/04/22,Ndindan Reservoir,24184.00,22.94,Cameroon,
2023/04/23,Ndindan Reservoir,25001.00,23.67,Cameroon,
2023/04/24,Ndindan Reservoir,21594.00,23.83,Cameroon,
2023/04/25,Ndindan Reservoir,22886.00,23.22,Cameroon,
2023/04/26,Mvog-Betsi River,22649.00,20.80,Cameroon,
2023/04/27,Mvog-Betsi River,18390.00,20.88,Cameroon,
2023/04/28,Ndindan Reservoir,23702.00,23.23,Cameroon,
2023/04/29,Mvog-Betsi River,20357.00,22.84,Cameroon,
2023/04/30,Ndindan Reservoir,19498.00,15.50,Cameroon,
2023/05/01,Ndindan Reservoir,22877.00,21.78,Cameroon,
2023/05/02,Ndindan Reservoir,19822.00,18.28,Cameroon,
2023/05/03,Ndindan Reservoir,23102.00,20.86,Cameroon,
2023/05/04,Ndindan Reservoir,24812.00,23.93,Cameroon,
2023/05/05,Ndindan Reservoir,25132.00,22.56,Cameroon,
2023/05/06,Mvog-Betsi River,22094.00,22.36,Cameroon,
2023/05/07,Mvog-Betsi River,25518.00,22.90,Cameroon,
2023/05/08,Mvog-Betsi River,23010.00,20.93,Cameroon,
2023/05/09,Ndindan Reservoir,21298.00,20.16,Cameroon,
2023/05/10,Mvog-Betsi River,23787.00,21.48,Cameroon,
2023/05/11,Ndindan Reservoir,20699.00,22.63,Cameroon,
2023/05/12,Mvog-Betsi River,22380.00,23.20,Cameroon,
2023/05/13,Ndindan Reservoir,23728.00,23.46,Cameroon,
2023/05/14,Mvog-Betsi River,17515.00,20.12,Cameroon,
2023/05/15,Mvog-Betsi River,23008.00,22.95,Cameroon,
2023/05/16,Ndindan Reservoir,25780.00,20.76,Cameroon,
2023/05/17,Ndindan Reservoir,22812.00,20.00,Cameroon,
2023/05/18,Mvog-Betsi River,23140.00,21.97,Cameroon,
2023/05/19,Ndindan Reservoir,19536.00,21.45,Cameroon,
2023/05/20,Ndindan Reservoir,25664.00,21.45,Cameroon,
2023/05/21,Ndindan Reservoir,24218.00,23.36,Cameroon,
2023/05/22,Ndindan Reservoir,28615.00,20.81,Cameroon,
2023/05/23,Ndindan Reservoir,21479.00,21.21,Cameroon,
2023/05/24,Mvog-Betsi River,22532.00,22.86,Cameroon,
2023/05/25,Mvog-Betsi River,26372.00,23.12,Cameroon,
2023/05/26,Mvog-Betsi River,24258.00,22.67,Cameroon,
2023/05/27,Ndindan Reservoir,22793.00,21.52,Cameroon,
2023/05/28,Mvog-Betsi River,24791.00,20.47,Cameroon,
2023/05/29,Mvog-Betsi River,22938.00,22.05,Cameroon,
2023/05/30,Mvog-Betsi River,22839.00,23.04,Cameroon,
2023/05/31,Ndindan Reservoir,24034.00,21.99,Cameroon,
2023/06/01,Mvog-Betsi River,29188.00,23.32,Cameroon,
2023/06/02,Mvog-Betsi River,22115.00,23.11,Cameroon,
2023/06/03,Mvog-Betsi River,22763.00,22.43,Cameroon,
2023/06/04,Mvog-Betsi River,23577.00,23.12,Cameroon,
2023/06/05,Mvog-Betsi River,22997.00,23.71,Cameroon,
2023/06/06,Ndindan Reservoir,22211.00,23.25,Cameroon,
2023/06/07,Ndindan Reservoir,22936.00,20.51,Cameroon,
2023/06/08,Ndindan Reservoir,16652.00,18.37,Cameroon,
2023/06/09,Ndindan Reservoir,23850.00,24.00,Cameroon,
2023/06/10,Ndindan Reservoir,21913.00,20.36,Cameroon,
2023/06/11,Mvog-Betsi River,18196.00,21.35,Cameroon,
2023/06/12,Mvog-Betsi River,22696.00,20.05,Cameroon,
2023/06/13,Mvog-Betsi River,21035.00,20.01,Cameroon,
2023/06/14,Ndindan Reservoir,20528.00,22.76,Cameroon,
2023/06/15,Ndindan Reservoir,22908.00,21.12,Cameroon,
2023/06/16,Mvog-Betsi River,21394.00,22.20,Cameroon,
2023/06/17,Mvog-Betsi River,22670.00,20.61,Cameroon,
2023/06/18,Mvog-Betsi River,25261.00,20.68,Cameroon,
2023/06/19,Mvog-Betsi River,21574.00,22.76,Cameroon,
2023/06/20,Mvog-Betsi River,20966.00,21.06,Cameroon,
2023/06/21,Ndindan Reservoir,22572.00,23.72,Cameroon,
2023/06/22,Ndindan Reservoir,21561.00,22.28,Cameroon,
2023/06/23,Ndindan Reservoir,24132.00,20.41,Cameroon,
2023/06/24,Mvog-Betsi River,22062.00,21.44,Cameroon,
2023/06/25,Mvog-Betsi River,24128.00,22.69,Cameroon,
2023/06/26,Mvog-Betsi River,21578.00,22.66,Cameroon,
2023/06/27,Ndindan Reservoir,19354.00,19.33,Cameroon,
2023/06/28,Mvog-Betsi River,20315.00,22.46,Cameroon,
2023/06/29,Ndindan Reservoir,22462.00,21.80,Cameroon,
2023/06/30,Mvog-Betsi River,21199.00,21.31,Cameroon,
2023/07/01,Mvog-Betsi River,22192.00,23.81,Cameroon,
2023/07/02,Ndindan Reservoir,24745.00,22.07,Cameroon,
2023/07/03,Ndindan Reservoir,21105.00,23.29,Cameroon,
2023/07/04,Ndindan Reservoir,21657.00,21.33,Cameroon,
2023/07/05,Ndindan Reservoir,20532.00,22.89,Cameroon,
2023/07/06,Mvog-Betsi River,23850.00,23.86,Cameroon,
2023/07/07,Ndindan Reservoir,25043.00,21.99,Cameroon,
2023/07/08,Mvog-Betsi River,24304.00,21.79,Cameroon,
2023/07/09,Ndindan Reservoir,23286.00,22.16,Cameroon,
2023/07/10,Mvog-Betsi River,22061.00,22.69,Cameroon,
2023/07/11,Ndindan Reservoir,24545.00,21.58,Cameroon,
2023/07/12,Mvog-Betsi River,34552.00,21.21,Cameroon,
2023/07/13,Mvog-Betsi River,19856.00,19.02,Cameroon,
2023/07/14,Ndindan Reservoir,23131.00,22.07,Cameroon,
2023/07/15,Ndindan Reservoir,25518.00,20.92,Cameroon,
2023/07/16,Ndindan Reservoir,18736.00,19.34,Cameroon,
2023/07/17,Mvog-Betsi River,20403.00,20.23,Cameroon,
2023/07/18,Mvog-Betsi River,25719.00,21.64,Cameroon,
2023/07/19,Mvog-Betsi River,24749.00,21.61,Cameroon,
2023/07/20,Ndindan Reservoir,21209.00,20.47,Cameroon,
2023/07/21,Mvog-Betsi River,19352.00,20.01,Cameroon,
2023/07/22,Ndindan Reservoir,21884.00,20.42,Cameroon,
2023/07/23,Mvog-Betsi River,21504.00,20.26,Cameroon,
2023/07/24,Ndindan Reservoir,21273.00,20.82,Cameroon,
2023/07/25,Mvog-Betsi River,22441.00,23.39,Cameroon,
2023/07/26,Ndindan Reservoir,22213.00,21.40,Cameroon,
2023/07/27,Mvog-Betsi River,24279.00,23.33,Cameroon,
2023/07/28,Ndindan Reservoir,22840.00,21.42,Cameroon,
2023/07/29,Ndindan Reservoir,22369.00,21.48,Cameroon,
2023/07/30,Ndindan Reservoir,23813.00,21.40,Cameroon,
2023/07/31,Ndindan Reservoir,22065.00,23.23,Cameroon,
2023/08/01,Mvog-Betsi River,23497.00,20.98,Cameroon,
2023/08/02,Mvog-Betsi River,19809.00,21.51,Cameroon,
2023/08/03,Ndindan Reservoir,20794.00,22.42,Cameroon,
2023/08/04,Ndindan Reservoir,21507.00,23.21,Cameroon,
2023/08/05,Ndindan Reservoir,22523.00,22.30,Cameroon,
2023/08/06,Mvog-Betsi River,21521.00,21.38,Cameroon,
2023/08/07,Mvog-Betsi River,23689.00,20.09,Cameroon,
2023/08/08,Mvog-Betsi River,23009.00,22.14,Cameroon,
2023/08/09,Mvog-Betsi River,21686.00,22.19,Cameroon,
2023/08/10,Mvog-Betsi River,21216.00,23.50,Cameroon,
2023/08/11,Mvog-Betsi River,20502.00,21.62,Cameroon,
2023/08/12,Mvog-Betsi River,20521.00,22.19,Cameroon,
2023/08/13,Ndindan Reservoir,21160.00,23.15,Cameroon,
2023/08/14,Ndindan Reservoir,24889.00,17.08,Cameroon,
2023/08/15,Mvog-Betsi River,24679.00,20.21,Cameroon,
2023/08/16,Mvog-Betsi River,22575.00,20.87,Cameroon,
2023/08/17,Ndindan Reservoir,20054.00,21.12,Cameroon,
2023/08/18,Mvog-Betsi River,22167.00,22.85,Cameroon,
2023/08/19,Ndindan Reservoir,25539.00,22.66,Cameroon,
2023/08/20,Ndindan Reservoir,24886.00,21.59,Cameroon,
2023/08/21,Mvog-Betsi River,22058.00,23.67,Cameroon,
2023/08/22,Ndindan Reservoir,27918.00,22.73,Cameroon,
2023/08/23,Mvog-Betsi River,22882.00,22.18,Cameroon,
2023/08/24,Mvog-Betsi River,25516.00,22.99,Cameroon,
2023/08/25,Ndindan Reservoir,21051.00,22.94,Cameroon,
2023/08/26,Mvog-Betsi River,25030.00,22.08,Cameroon,
2023/08/27,Mvog-Betsi River,22368.00,20.49,Cameroon,
2023/08/28,Mvog-Betsi River,20706.00,21.95,Cameroon,
2023/08/29,Mvog-Betsi River,24865.00,20.13,Cameroon,
2023/08/30,Mvog-Betsi River,18912.00,19.09,Cameroon,
2023/08/31,Ndindan Reservoir,15569.00,22.07,Cameroon,
2023/09/01,Ndindan Reservoir,24307.00,20.82,Cameroon,
2023/09/02,Ndindan Reservoir,24851.00,22.62,Cameroon,
2023/09/03,Ndindan Reservoir,24301.00,21.01,Cameroon,
2023/09/04,Mvog-Betsi River,21813.00,23.25,Cameroon,
2023/09/05,Mvog-Betsi River,23472.00,22.42,Cameroon,
2023/09/06,Ndindan Reservoir,23648.00,23.95,Cameroon,
2023/09/07,Ndindan Reservoir,21621.00,21.30,Cameroon,
2023/09/08,Ndindan Reservoir,24105.00,20.79,Cameroon,
2023/09/09,Ndindan Reservoir,26149.00,22.29,Cameroon,
2023/09/10,Ndindan Reservoir,23425.00,21.31,Cameroon,
2023/09/11,Ndindan Reservoir,21999.00,22.89,Cameroon,
2023/09/12,Ndindan Reservoir,23538.00,20.05,Cameroon,
2023/09/13,Ndindan Reservoir,22701.00,20.35,Cameroon,
2023/09/14,Ndindan Reservoir,28012.00,21.20,Cameroon,
2023/09/15,Mvog-Betsi River,21489.00,20.18,Cameroon,
2023/09/16,Ndindan Reservoir,18856.00,18.65,Cameroon,
2023/09/17,Mvog-Betsi River,21221.00,23.57,Cameroon,
2023/09/18,Ndindan Reservoir,22260.00,20.32,Cameroon,
2023/09/19,Ndindan Reservoir,21236.00,23.67,Cameroon,
2023/09/20,Mvog-Betsi River,20655.00,21.75,Cameroon,
2023/09/21,Ndindan Reservoir,21503.00,23.25,Cameroon,
2023/09/22,Mvog-Betsi River,20485.00,20.25,Cameroon,
2023/09/23,Ndindan Reservoir,23514.00,21.44,Cameroon,
2023/09/24,Ndindan Reservoir,21544.00,21.12,Cameroon,
2023/09/25,Ndindan Reservoir,21824.00,22.22,Cameroon,
2023/09/26,Mvog-Betsi River,21377.00,21.38,Cameroon,
2023/09/27,Ndindan Reservoir,23688.00,20.73,Cameroon,
2023/09/28,Mvog-Betsi River,19299.00,20.75,Cameroon,
2023/09/29,Ndindan Reservoir,22918.00,20.93,Cameroon,
2023/09/30,Mvog-Betsi River,20360.00,23.87,Cameroon,
2023/10/01,Mvog-Betsi River,18457.00,22.44,Cameroon,
2023/10/02,Mvog-Betsi River,20307.00,22.02,Cameroon,
2023/10/03,Mvog-Betsi River,25594.00,21.20,Cameroon,
2023/10/04,Ndindan Reservoir,19109.00,20.55,Cameroon,
2023/10/05,Mvog-Betsi River,23072.00,22.96,Cameroon,
2023/10/06,Ndindan Reservoir,19048.00,21.19,Cameroon,
2023/10/07,Mvog-Betsi River,21778.00,21.09,Cameroon,
2023/10/08,Ndindan Reservoir,24733.00,23.23,Cameroon,
2023/10/09,Ndindan Reservoir,23702.00,21.44,Cameroon,
2023/10/10,Ndindan Reservoir,22438.00,20.75,Cameroon,
2023/10/11,Mvog-Betsi River,26868.00,21.13,Cameroon,
2023/10/12,Ndindan Reservoir,21877.00,20.21,Cameroon,
2023/10/13,Ndindan Reservoir,24767.00,16.41,Cameroon,
2023/10/14,Ndindan Reservoir,24801.00,23.29,Cameroon,
2023/10/15,Ndindan Reservoir,24520.00,23.11,Cameroon,
2023/10/16,Ndindan Reservoir,20479.00,23.53,Cameroon,
2023/10/17,Ndindan Reservoir,22917.00,11.46,Cameroon,
2023/10/18,Ndindan Reservoir,22477.00,21.57,Cameroon,
2023/10/19,Ndindan Reservoir,26343.00,20.46,Cameroon,
2023/10/20,Ndindan Reservoir,22124.00,22.14,Cameroon,
2023/10/21,Mvog-Betsi River,26114.00,22.39,Cameroon,
2023/10/22,Ndindan Reservoir,23715.00,21.95,Cameroon,
2023/10/23,Ndindan Reservoir,23852.00,23.40,Cameroon,
2023/10/24,Mvog-Betsi River,22832.00,20.23,Cameroon,
2023/10/25,Mvog-Betsi River,24593.00,20.43,Cameroon,
2023/10/26,Mvog-Betsi River,24567.00,20.71,Cameroon,
2023/10/27,Ndindan Reservoir,18499.00,18.55,Cameroon,
2023/10/28,Mvog-Betsi River,20134.00,22.50,Cameroon,
2023/10/29,Ndindan Reservoir,25288.00,23.80,Cameroon,
2023/10/30,Mvog-Betsi River,27270.00,21.39,Cameroon,
2023/10/31,Ndindan Reservoir,22783.00,21.74,Cameroon,
2023/11/01,Ndindan Reservoir,20456.00,20.22,Cameroon,
2023/11/02,Ndindan Reservoir,22780.00,20.28,Cameroon,
2023/11/03,Mvog-Betsi River,18878.00,18.34,Cameroon,
2023/11/04,Mvog-Betsi River,22454.00,21.73,Cameroon,
2023/11/05,Mvog-Betsi River,24157.00,21.74,Cameroon,
2023/11/06,Mvog-Betsi River,17452.00,18.60,Cameroon,
2023/11/07,Mvog-Betsi River,23415.00,22.96,Cameroon,
2023/11/08,Ndindan Reservoir,23055.00,20.55,Cameroon,
2023/11/09,Ndindan Reservoir,24204.00,20.84,Cameroon,
2023/11/10,Mvog-Betsi River,22161.00,23.75,Cameroon,
2023/11/11,Ndindan Reservoir,18773.00,20.26,Cameroon,
2023/11/12,Ndindan Reservoir,17025.00,19.98,Cameroon,
2023/11/13,Mvog-Betsi River,24166.00,23.18,Cameroon,
2023/11/14,Ndindan Reservoir,23790.00,22.48,Cameroon,
2023/11/15,Mvog-Betsi River,23006.00,22.98,Cameroon,
2023/11/16,Ndindan Reservoir,21722.00,23.47,Cameroon,
2023/11/17,Ndindan Reservoir,22663.00,23.81,Cameroon,
2023/11/18,Mvog-Betsi River,19479.00,20.87,Cameroon,
2023/11/19,Ndindan Reservoir,17968.00,20.78,Cameroon,
2023/11/20,Mvog-Betsi River,26362.00,22.76,Cameroon,
2023/11/21,Ndindan Reservoir,19470.00,21.39,Cameroon,
2023/11/22,Mvog-Betsi River,23693.00,20.23,Cameroon,
